id,nama,lokasi_resto,menu_restoran,nama_produk,delivery_time,nama_pembeli,id_pembeli,lokasi_pembeli,review,rating,harga_jual,jumlah_dilihat
7749,Seller7749,Surabaya,Starbucks,Taco,30,User1923,9537,Jakarta,Excellent,4.99,64.69,610
7750,Seller7750,Jakarta,Wendy's,Burger,36,User993,7343,Jakarta,Average,2.04,76.97,525
7751,Seller7751,Jakarta,Chipotle,Pizza,34,User4882,6601,Jakarta,Average,1.13,53.17,529
7752,Seller7752,Surabaya,Starbucks,Coffee,45,User8440,8138,Jakarta,Good,4.1,70.4,152
7753,Seller7753,Surabaya,Domino's Pizza,Pizza,42,User222,7552,Jakarta,Excellent,3.62,50.22,825
7754,Seller7754,Surabaya,Wendy's,Sandwich,19,User678,8561,Jakarta,Poor,1.39,29.26,767
7755,Seller7755,Surabaya,Pizza Hut,Pasta,41,User835,9250,Bandung,Excellent,2.66,64.53,15
7756,Seller7756,Bandung,Sonic Drive-In,Pizza,39,User6128,1115,Jakarta,Poor,2.5,92.25,389
7757,Seller7757,Bandung,Panera Bread,Salad,38,User1434,3396,Surabaya,Average,1.43,82.9,769
7758,Seller7758,Bandung,Chick-fil-A,Chicken,29,User2861,9891,Bandung,Excellent,1.19,40.04,17
7759,Seller7759,Jakarta,Panera Bread,Ice Cream,16,User3239,5767,Bandung,Good,4.36,71.37,79
7760,Seller7760,Bandung,KFC,Ice Cream,40,User6675,1577,Jakarta,Good,4.87,8.25,434
7761,Seller7761,Surabaya,Domino's Pizza,Chicken,54,User1932,1897,Jakarta,Good,1.17,67.49,527
7762,Seller7762,Bandung,Chick-fil-A,Donut,50,User7128,4182,Surabaya,Average,3.69,13.56,502
7763,Seller7763,Jakarta,Jack in the Box,Donut,22,User8060,4988,Jakarta,Good,2.43,37.35,896
7764,Seller7764,Bandung,Panera Bread,Chicken,32,User7723,8740,Surabaya,Poor,4.81,98.73,227
7765,Seller7765,Surabaya,Five Guys,Coffee,26,User4242,7667,Bandung,Good,4.68,64.37,57
7766,Seller7766,Jakarta,Popeyes,Donut,36,User8511,4007,Jakarta,Good,4.73,40.4,117
7767,Seller7767,Surabaya,Arby's,Coffee,50,User3916,338,Surabaya,Excellent,1.99,47.93,477
7768,Seller7768,Bandung,Popeyes,Burger,42,User1473,5571,Jakarta,Average,4.98,95.3,438
7769,Seller7769,Bandung,Dunkin' Donuts,Burger,26,User7081,609,Bandung,Good,1.94,52.25,576
7770,Seller7770,Jakarta,Taco Bell,Sandwich,43,User3644,8548,Surabaya,Excellent,3.67,10.96,886
7771,Seller7771,Surabaya,Dunkin' Donuts,Donut,21,User5651,2241,Bandung,Poor,4.4,18.89,74
7772,Seller7772,Jakarta,KFC,Sandwich,17,User5990,6536,Jakarta,Good,4.88,27.31,806
7773,Seller7773,Jakarta,Panera Bread,Pasta,28,User3814,8129,Bandung,Excellent,1.31,15.49,991
7774,Seller7774,Surabaya,Dunkin' Donuts,Taco,19,User6415,4561,Bandung,Poor,2.74,8.64,396
7775,Seller7775,Jakarta,Domino's Pizza,Ice Cream,50,User9617,8502,Surabaya,Good,3.15,31.96,669
7776,Seller7776,Jakarta,Popeyes,Pizza,39,User4499,4914,Bandung,Excellent,1.65,62.78,889
7777,Seller7777,Surabaya,McDonald's,Pasta,31,User4766,3439,Jakarta,Excellent,4.34,96.34,729
7778,Seller7778,Bandung,Panda Express,Chicken,20,User379,8002,Surabaya,Excellent,2.68,58.38,979
7779,Seller7779,Bandung,Pizza Hut,Burger,28,User5799,3473,Surabaya,Excellent,2.2,61.32,465
7780,Seller7780,Jakarta,McDonald's,Taco,57,User4836,7541,Bandung,Poor,1.4,25.34,38
7781,Seller7781,Bandung,Popeyes,Chicken,27,User7288,3879,Bandung,Average,1.66,26.15,352
7782,Seller7782,Bandung,Panda Express,Chicken,27,User9050,380,Surabaya,Poor,4.31,12.73,305
7783,Seller7783,Bandung,Little Caesars,Salad,34,User3262,3561,Bandung,Poor,2.13,61.91,755
7784,Seller7784,Jakarta,Popeyes,Chicken,44,User1345,1022,Bandung,Average,4.38,47.1,120
7785,Seller7785,Bandung,Sonic Drive-In,Donut,35,User4708,8576,Jakarta,Average,2.46,26.48,760
7786,Seller7786,Bandung,Panda Express,Ice Cream,50,User4855,6809,Bandung,Good,1.24,96.04,812
7787,Seller7787,Surabaya,Panera Bread,Coffee,42,User8214,9060,Jakarta,Excellent,1.35,65.21,446
7788,Seller7788,Bandung,Chick-fil-A,Pizza,26,User7037,62,Jakarta,Good,1.54,13.28,304
7789,Seller7789,Bandung,Burger King,Pasta,23,User7536,3220,Jakarta,Good,3.43,73.05,806
7790,Seller7790,Jakarta,Little Caesars,Donut,27,User1608,961,Jakarta,Excellent,1.29,8.51,351
7791,Seller7791,Surabaya,Sonic Drive-In,Pizza,58,User3345,2213,Jakarta,Average,2.66,42.65,736
7792,Seller7792,Surabaya,Chipotle,Sandwich,41,User7541,7626,Bandung,Good,1.4,53.99,341
7793,Seller7793,Bandung,Chipotle,Salad,20,User3128,3834,Bandung,Excellent,3.95,71.16,963
7794,Seller7794,Jakarta,Little Caesars,Burger,45,User4066,2185,Jakarta,Good,3.11,99.77,889
7795,Seller7795,Jakarta,Chipotle,Salad,21,User326,2297,Bandung,Good,4.45,99.23,58
7796,Seller7796,Jakarta,Panera Bread,Salad,46,User1923,9938,Surabaya,Excellent,2.31,31.0,189
7797,Seller7797,Jakarta,Domino's Pizza,Chicken,19,User4207,9623,Jakarta,Excellent,4.51,80.78,745
7798,Seller7798,Surabaya,Subway,Chicken,29,User9145,2941,Bandung,Average,1.18,56.54,299
7799,Seller7799,Bandung,McDonald's,Sandwich,27,User4252,5120,Jakarta,Poor,1.22,64.66,182
7800,Seller7800,Jakarta,Jack in the Box,Pasta,20,User9814,5268,Bandung,Excellent,4.55,23.89,108
7801,Seller7801,Jakarta,Arby's,Chicken,30,User3986,4972,Jakarta,Poor,1.88,51.09,940
7802,Seller7802,Surabaya,Chick-fil-A,Taco,47,User545,2816,Bandung,Poor,4.68,79.94,468
7803,Seller7803,Bandung,KFC,Coffee,44,User5720,5736,Bandung,Poor,2.02,78.17,538
7804,Seller7804,Surabaya,Arby's,Pasta,45,User45,9462,Bandung,Average,3.57,65.9,861
7805,Seller7805,Bandung,Domino's Pizza,Burger,17,User5306,2019,Bandung,Good,1.76,24.16,873
7806,Seller7806,Bandung,Sonic Drive-In,Burger,25,User8806,4549,Bandung,Good,4.37,65.3,943
7807,Seller7807,Jakarta,Starbucks,Burger,43,User8794,759,Jakarta,Poor,1.74,37.18,771
7808,Seller7808,Surabaya,Popeyes,Coffee,33,User6304,1447,Jakarta,Poor,1.12,63.19,504
7809,Seller7809,Surabaya,Jack in the Box,Donut,39,User8649,6340,Bandung,Poor,1.1,15.54,651
7810,Seller7810,Jakarta,Popeyes,Coffee,15,User3320,9555,Jakarta,Good,2.73,63.0,259
7811,Seller7811,Bandung,Starbucks,Pasta,27,User5853,3829,Surabaya,Good,1.67,25.46,586
7812,Seller7812,Jakarta,McDonald's,Pizza,57,User3110,769,Surabaya,Good,4.97,85.26,492
7813,Seller7813,Bandung,Sonic Drive-In,Chicken,52,User7080,6176,Surabaya,Poor,2.44,82.83,702
7814,Seller7814,Jakarta,Jack in the Box,Chicken,44,User1748,8863,Surabaya,Poor,1.88,70.71,937
7815,Seller7815,Jakarta,Panda Express,Sandwich,44,User1696,6530,Surabaya,Average,4.87,49.79,951
7816,Seller7816,Bandung,Jack in the Box,Burger,38,User9259,7010,Jakarta,Poor,3.1,96.2,143
7817,Seller7817,Surabaya,Starbucks,Pasta,21,User930,8063,Surabaya,Average,2.59,98.44,33
7818,Seller7818,Surabaya,Little Caesars,Taco,50,User8411,1276,Bandung,Average,4.75,59.59,517
7819,Seller7819,Bandung,Pizza Hut,Taco,21,User1798,9922,Bandung,Poor,2.12,42.16,33
7820,Seller7820,Surabaya,Sonic Drive-In,Ice Cream,29,User2074,5776,Bandung,Poor,2.66,34.2,964
7821,Seller7821,Bandung,Chick-fil-A,Coffee,53,User6688,5606,Jakarta,Excellent,3.79,17.09,294
7822,Seller7822,Bandung,Jack in the Box,Pasta,44,User6986,6580,Bandung,Good,3.94,72.8,54
7823,Seller7823,Jakarta,Arby's,Sandwich,46,User8983,7885,Jakarta,Average,3.84,30.01,196
7824,Seller7824,Surabaya,Popeyes,Coffee,49,User8428,5490,Jakarta,Good,4.13,9.18,154
7825,Seller7825,Jakarta,Arby's,Pasta,42,User4928,8921,Jakarta,Good,4.25,64.01,339
7826,Seller7826,Jakarta,Domino's Pizza,Burger,48,User8458,7154,Jakarta,Excellent,3.82,53.96,325
7827,Seller7827,Jakarta,Taco Bell,Pasta,57,User3995,1864,Bandung,Good,2.68,27.36,892
7828,Seller7828,Surabaya,Dunkin' Donuts,Donut,54,User280,9149,Bandung,Poor,3.95,96.19,876
7829,Seller7829,Surabaya,Sonic Drive-In,Ice Cream,44,User8656,4152,Surabaya,Average,4.9,57.41,826
7830,Seller7830,Jakarta,Chick-fil-A,Coffee,56,User7285,5558,Bandung,Good,4.98,29.11,703
7831,Seller7831,Surabaya,Subway,Coffee,18,User4850,5575,Bandung,Excellent,3.88,51.17,900
7832,Seller7832,Jakarta,Domino's Pizza,Donut,35,User1768,1587,Surabaya,Excellent,1.16,36.64,442
7833,Seller7833,Surabaya,Sonic Drive-In,Coffee,16,User4988,157,Bandung,Excellent,3.46,39.02,135
7834,Seller7834,Jakarta,Panera Bread,Chicken,33,User376,7615,Surabaya,Average,1.02,7.16,799
7835,Seller7835,Surabaya,Jack in the Box,Donut,54,User9588,3003,Bandung,Good,1.8,44.14,668
7836,Seller7836,Surabaya,Chick-fil-A,Sandwich,40,User5187,8946,Surabaya,Average,4.77,57.92,941
7837,Seller7837,Jakarta,Panda Express,Burger,24,User1318,8581,Surabaya,Poor,1.57,71.02,283
7838,Seller7838,Surabaya,KFC,Salad,46,User3329,2164,Bandung,Average,1.56,26.53,193
7839,Seller7839,Jakarta,Taco Bell,Sandwich,41,User3900,1522,Surabaya,Average,2.86,31.27,796
7840,Seller7840,Bandung,Domino's Pizza,Taco,16,User2988,1516,Bandung,Good,2.07,84.11,832
7841,Seller7841,Bandung,Little Caesars,Ice Cream,20,User4950,9245,Jakarta,Excellent,1.99,10.59,77
7842,Seller7842,Jakarta,Jack in the Box,Salad,23,User6034,5403,Surabaya,Excellent,2.18,96.72,211
7843,Seller7843,Surabaya,Little Caesars,Sandwich,35,User393,358,Jakarta,Average,2.82,59.54,434
7844,Seller7844,Surabaya,Subway,Taco,34,User546,398,Jakarta,Average,4.54,62.1,892
7845,Seller7845,Surabaya,Jack in the Box,Ice Cream,51,User8140,385,Bandung,Poor,4.51,31.52,595
7846,Seller7846,Surabaya,Domino's Pizza,Sandwich,43,User1199,2926,Bandung,Average,2.92,21.27,659
7847,Seller7847,Bandung,Popeyes,Salad,35,User3347,4250,Jakarta,Good,5.0,62.03,518
7848,Seller7848,Jakarta,Pizza Hut,Burger,48,User7967,4969,Surabaya,Excellent,1.22,64.14,716
7849,Seller7849,Surabaya,Pizza Hut,Burger,22,User9267,3211,Jakarta,Poor,3.81,98.02,97
7850,Seller7850,Surabaya,Starbucks,Donut,53,User8078,9006,Jakarta,Excellent,4.07,77.46,182
7851,Seller7851,Jakarta,Chick-fil-A,Coffee,27,User3527,5720,Surabaya,Poor,2.78,49.12,85
7852,Seller7852,Bandung,Arby's,Pasta,56,User2844,3920,Jakarta,Excellent,2.85,34.07,828
7853,Seller7853,Bandung,Chipotle,Pizza,22,User3331,9312,Jakarta,Excellent,1.9,79.44,795
7854,Seller7854,Surabaya,Chick-fil-A,Pasta,33,User2983,1086,Bandung,Good,2.59,36.1,432
7855,Seller7855,Bandung,Sonic Drive-In,Pizza,31,User3703,865,Bandung,Average,4.52,58.42,83
7856,Seller7856,Bandung,Starbucks,Coffee,42,User9196,6873,Bandung,Poor,3.01,90.6,876
7857,Seller7857,Bandung,Arby's,Pizza,25,User2040,9434,Surabaya,Average,1.34,47.98,226
7858,Seller7858,Surabaya,Subway,Coffee,49,User2852,2833,Bandung,Poor,2.87,55.7,320
7859,Seller7859,Jakarta,Sonic Drive-In,Coffee,47,User9962,4524,Surabaya,Poor,1.72,75.62,167
7860,Seller7860,Jakarta,Little Caesars,Pasta,43,User5279,8219,Bandung,Average,2.73,92.27,633
7861,Seller7861,Jakarta,Sonic Drive-In,Coffee,43,User8143,5239,Bandung,Good,4.31,14.54,861
7862,Seller7862,Jakarta,Wendy's,Donut,50,User847,3059,Bandung,Good,2.77,90.75,419
7863,Seller7863,Surabaya,Wendy's,Chicken,42,User5835,4930,Bandung,Average,2.33,36.71,302
7864,Seller7864,Surabaya,Subway,Coffee,48,User4542,3642,Surabaya,Poor,2.43,73.33,185
7865,Seller7865,Jakarta,Panda Express,Pasta,22,User6468,8361,Jakarta,Excellent,3.12,73.38,789
7866,Seller7866,Surabaya,Sonic Drive-In,Coffee,54,User7061,1395,Bandung,Poor,4.52,61.15,104
7867,Seller7867,Surabaya,Panera Bread,Sandwich,53,User5386,6618,Surabaya,Good,4.97,50.8,502
7868,Seller7868,Jakarta,Little Caesars,Pasta,43,User3497,7224,Surabaya,Poor,4.57,88.47,135
7869,Seller7869,Surabaya,Panera Bread,Coffee,46,User8128,2651,Jakarta,Good,4.94,42.32,973
7870,Seller7870,Jakarta,Panera Bread,Ice Cream,47,User8886,8295,Jakarta,Good,1.07,18.75,284
7871,Seller7871,Bandung,Burger King,Burger,20,User7217,3043,Bandung,Excellent,4.3,8.36,351
7872,Seller7872,Jakarta,Five Guys,Pasta,24,User1889,988,Bandung,Poor,2.1,54.08,228
7873,Seller7873,Jakarta,Domino's Pizza,Taco,23,User1045,206,Bandung,Good,1.79,43.87,623
7874,Seller7874,Jakarta,Popeyes,Pizza,52,User8499,9487,Bandung,Excellent,4.61,24.05,575
7875,Seller7875,Jakarta,Wendy's,Salad,52,User4918,1359,Jakarta,Good,2.69,27.98,866
7876,Seller7876,Bandung,Dunkin' Donuts,Coffee,40,User2442,4657,Surabaya,Poor,2.97,22.39,266
7877,Seller7877,Jakarta,Taco Bell,Taco,45,User8766,9366,Bandung,Poor,2.57,55.77,1
7878,Seller7878,Bandung,Burger King,Donut,25,User6563,7942,Jakarta,Good,4.63,18.2,946
7879,Seller7879,Surabaya,McDonald's,Pizza,36,User4619,6101,Surabaya,Good,2.38,25.41,636
7880,Seller7880,Jakarta,Starbucks,Taco,43,User980,9917,Bandung,Good,1.01,25.39,192
7881,Seller7881,Jakarta,Sonic Drive-In,Donut,48,User684,9322,Bandung,Good,2.82,65.54,485
7882,Seller7882,Jakarta,Popeyes,Salad,15,User8463,5623,Bandung,Good,4.13,46.56,620
7883,Seller7883,Jakarta,Pizza Hut,Taco,30,User1406,8722,Bandung,Good,4.93,19.41,381
7884,Seller7884,Jakarta,McDonald's,Sandwich,48,User5577,341,Jakarta,Excellent,1.31,82.68,781
7885,Seller7885,Bandung,Arby's,Burger,18,User3426,4468,Surabaya,Good,4.8,12.43,210
7886,Seller7886,Jakarta,McDonald's,Donut,34,User3643,1010,Jakarta,Average,3.71,82.61,908
7887,Seller7887,Surabaya,Sonic Drive-In,Taco,21,User3738,5001,Jakarta,Good,3.34,6.68,923
7888,Seller7888,Jakarta,Chick-fil-A,Ice Cream,28,User6036,7683,Surabaya,Average,1.83,52.14,628
7889,Seller7889,Surabaya,Jack in the Box,Sandwich,29,User806,7599,Surabaya,Average,3.08,58.78,520
7890,Seller7890,Surabaya,Pizza Hut,Pasta,18,User2886,8084,Surabaya,Excellent,1.34,46.34,314
7891,Seller7891,Surabaya,Five Guys,Taco,34,User2749,9771,Surabaya,Good,2.15,85.95,187
7892,Seller7892,Jakarta,Subway,Taco,40,User7321,151,Jakarta,Excellent,4.11,37.93,671
7893,Seller7893,Surabaya,KFC,Burger,26,User2466,8828,Surabaya,Poor,4.58,87.7,802
7894,Seller7894,Surabaya,Domino's Pizza,Coffee,35,User8514,9995,Bandung,Excellent,1.84,90.23,955
7895,Seller7895,Bandung,Dunkin' Donuts,Taco,40,User9860,6794,Surabaya,Excellent,1.85,22.44,908
7896,Seller7896,Bandung,Domino's Pizza,Chicken,38,User3332,3741,Bandung,Average,1.7,85.44,857
7897,Seller7897,Bandung,Arby's,Ice Cream,39,User8953,6586,Jakarta,Good,4.12,87.17,628
7898,Seller7898,Surabaya,Little Caesars,Sandwich,37,User3943,2665,Surabaya,Good,1.86,73.7,486
7899,Seller7899,Jakarta,Little Caesars,Sandwich,39,User8162,5921,Bandung,Good,4.95,32.12,954
7900,Seller7900,Surabaya,Chick-fil-A,Burger,39,User8364,390,Bandung,Good,4.13,35.97,319
7901,Seller7901,Bandung,Starbucks,Taco,32,User9470,6574,Bandung,Poor,4.5,15.82,702
7902,Seller7902,Jakarta,McDonald's,Pasta,15,User2733,9950,Jakarta,Excellent,4.34,6.76,901
7903,Seller7903,Jakarta,Chipotle,Sandwich,15,User23,7103,Surabaya,Excellent,2.31,68.44,331
7904,Seller7904,Jakarta,Chipotle,Pizza,31,User3441,2269,Jakarta,Good,2.69,14.82,648
7905,Seller7905,Jakarta,Burger King,Pasta,25,User4027,4988,Jakarta,Excellent,1.65,45.13,23
7906,Seller7906,Bandung,Pizza Hut,Sandwich,34,User1944,7373,Jakarta,Good,2.32,61.81,470
7907,Seller7907,Surabaya,Five Guys,Taco,54,User5108,8105,Surabaya,Good,4.16,68.32,396
7908,Seller7908,Jakarta,Subway,Ice Cream,35,User3418,9442,Bandung,Average,4.91,6.81,533
7909,Seller7909,Bandung,Sonic Drive-In,Ice Cream,37,User4343,5168,Bandung,Average,3.85,87.62,415
7910,Seller7910,Surabaya,Sonic Drive-In,Donut,32,User6705,6009,Surabaya,Good,2.06,29.58,413
7911,Seller7911,Jakarta,Panda Express,Ice Cream,48,User3324,857,Surabaya,Good,4.97,40.7,349
7912,Seller7912,Bandung,Domino's Pizza,Pizza,15,User6336,7196,Jakarta,Good,4.16,13.45,768
7913,Seller7913,Jakarta,Pizza Hut,Pizza,47,User9,6990,Jakarta,Average,2.44,10.44,863
7914,Seller7914,Jakarta,Pizza Hut,Chicken,39,User1975,5906,Jakarta,Poor,3.34,53.73,84
7915,Seller7915,Bandung,Panda Express,Sandwich,41,User3282,6788,Jakarta,Average,2.42,24.88,455
7916,Seller7916,Jakarta,Jack in the Box,Taco,19,User898,8714,Surabaya,Average,1.12,8.4,876
7917,Seller7917,Surabaya,Starbucks,Salad,52,User133,9722,Jakarta,Good,3.76,17.95,538
7918,Seller7918,Bandung,Subway,Chicken,59,User8899,9955,Jakarta,Average,3.6,49.47,366
7919,Seller7919,Jakarta,McDonald's,Coffee,43,User1317,1669,Jakarta,Good,1.63,26.83,319
7920,Seller7920,Jakarta,Chick-fil-A,Pizza,34,User3899,5839,Jakarta,Poor,3.03,10.85,768
7921,Seller7921,Bandung,Five Guys,Burger,53,User3090,1167,Surabaya,Average,2.58,84.43,846
7922,Seller7922,Jakarta,Dunkin' Donuts,Pasta,34,User1275,5105,Jakarta,Excellent,3.92,23.45,83
7923,Seller7923,Jakarta,Taco Bell,Ice Cream,48,User886,5786,Jakarta,Excellent,1.27,24.76,42
7924,Seller7924,Bandung,Arby's,Chicken,30,User8337,87,Bandung,Excellent,3.58,5.13,263
7925,Seller7925,Jakarta,KFC,Sandwich,33,User5600,6679,Jakarta,Average,1.69,66.43,703
7926,Seller7926,Bandung,Wendy's,Sandwich,34,User9350,920,Surabaya,Average,1.35,47.76,919
7927,Seller7927,Bandung,Wendy's,Taco,30,User6224,6478,Bandung,Good,3.38,18.1,899
7928,Seller7928,Bandung,Popeyes,Burger,46,User9342,6409,Surabaya,Average,1.56,9.76,520
7929,Seller7929,Surabaya,Panda Express,Burger,51,User4409,6017,Bandung,Excellent,1.33,57.5,589
7930,Seller7930,Surabaya,Little Caesars,Chicken,28,User3134,1803,Surabaya,Good,2.16,70.28,545
7931,Seller7931,Bandung,Popeyes,Chicken,42,User3649,5206,Jakarta,Excellent,1.08,83.81,718
7932,Seller7932,Bandung,Burger King,Pasta,41,User2753,4827,Surabaya,Average,2.16,87.93,646
7933,Seller7933,Bandung,Sonic Drive-In,Burger,35,User2179,23,Bandung,Good,1.94,46.24,611
7934,Seller7934,Bandung,Five Guys,Coffee,45,User5929,5512,Surabaya,Poor,4.77,91.81,393
7935,Seller7935,Surabaya,Jack in the Box,Pasta,43,User4682,2407,Bandung,Excellent,4.96,82.7,807
7936,Seller7936,Bandung,Burger King,Donut,25,User9103,8215,Bandung,Excellent,4.87,47.13,536
7937,Seller7937,Bandung,Sonic Drive-In,Salad,24,User8358,2946,Jakarta,Excellent,1.58,37.04,216
7938,Seller7938,Jakarta,Arby's,Sandwich,31,User9882,2652,Surabaya,Poor,4.23,22.94,133
7939,Seller7939,Jakarta,Popeyes,Sandwich,51,User7736,53,Bandung,Average,1.87,40.56,706
7940,Seller7940,Jakarta,Domino's Pizza,Burger,54,User7540,2869,Surabaya,Excellent,4.24,40.97,880
7941,Seller7941,Jakarta,Popeyes,Salad,34,User4949,4013,Surabaya,Average,1.04,37.17,166
7942,Seller7942,Jakarta,Pizza Hut,Sandwich,43,User8197,84,Bandung,Average,1.78,45.45,953
7943,Seller7943,Bandung,Pizza Hut,Pasta,42,User6441,4037,Surabaya,Excellent,2.64,58.39,755
7944,Seller7944,Bandung,Taco Bell,Pizza,32,User7438,4102,Surabaya,Good,2.15,39.65,966
7945,Seller7945,Jakarta,Starbucks,Ice Cream,57,User9034,4669,Bandung,Good,1.65,89.09,72
7946,Seller7946,Surabaya,Sonic Drive-In,Pizza,15,User7944,5546,Jakarta,Excellent,2.81,88.07,585
7947,Seller7947,Jakarta,Popeyes,Salad,49,User4174,9698,Jakarta,Excellent,3.93,23.51,468
7948,Seller7948,Jakarta,Little Caesars,Chicken,37,User9631,7505,Surabaya,Average,3.63,74.9,131
7949,Seller7949,Jakarta,Taco Bell,Sandwich,58,User4039,7778,Jakarta,Average,1.18,58.99,414
7950,Seller7950,Bandung,Subway,Pizza,35,User6704,2736,Jakarta,Poor,2.68,29.87,563
7951,Seller7951,Jakarta,KFC,Ice Cream,21,User9562,4468,Surabaya,Poor,3.89,63.03,232
7952,Seller7952,Jakarta,Panda Express,Pizza,54,User6570,1127,Bandung,Poor,1.75,48.7,62
7953,Seller7953,Surabaya,Sonic Drive-In,Pasta,54,User1887,5102,Jakarta,Good,3.93,77.43,46
7954,Seller7954,Jakarta,Panda Express,Pasta,57,User4486,8065,Surabaya,Good,2.99,17.49,141
7955,Seller7955,Jakarta,KFC,Ice Cream,51,User871,3920,Bandung,Excellent,4.14,38.3,912
7956,Seller7956,Bandung,Wendy's,Chicken,27,User8463,5590,Bandung,Average,1.01,33.85,931
7957,Seller7957,Bandung,Subway,Donut,55,User3262,8906,Jakarta,Excellent,1.14,53.73,467
7958,Seller7958,Jakarta,Arby's,Ice Cream,54,User3156,5375,Surabaya,Excellent,1.63,41.85,587
7959,Seller7959,Surabaya,Jack in the Box,Coffee,28,User5007,9440,Jakarta,Good,4.62,25.48,312
7960,Seller7960,Bandung,Burger King,Donut,56,User4986,9827,Jakarta,Poor,3.09,98.01,390
7961,Seller7961,Surabaya,Starbucks,Burger,39,User8600,4060,Bandung,Average,4.63,46.26,559
7962,Seller7962,Bandung,Chipotle,Sandwich,58,User783,3002,Jakarta,Poor,1.24,88.75,297
7963,Seller7963,Surabaya,Five Guys,Coffee,48,User4356,8070,Surabaya,Average,2.96,21.21,524
7964,Seller7964,Surabaya,Jack in the Box,Pizza,27,User3153,9684,Surabaya,Average,1.19,21.75,362
7965,Seller7965,Bandung,Popeyes,Donut,47,User2104,6470,Jakarta,Good,4.52,70.18,579
7966,Seller7966,Surabaya,Starbucks,Coffee,20,User183,1597,Bandung,Poor,1.43,94.37,275
7967,Seller7967,Jakarta,Chipotle,Donut,28,User1455,300,Surabaya,Poor,1.33,58.82,54
7968,Seller7968,Bandung,Taco Bell,Salad,29,User3891,5608,Surabaya,Poor,4.74,68.39,668
7969,Seller7969,Jakarta,Popeyes,Chicken,37,User3770,4675,Jakarta,Poor,4.13,34.83,46
7970,Seller7970,Bandung,Jack in the Box,Donut,42,User7336,6612,Bandung,Average,4.03,56.77,907
7971,Seller7971,Jakarta,Sonic Drive-In,Salad,24,User9630,8262,Jakarta,Excellent,2.16,81.08,988
7972,Seller7972,Bandung,Panda Express,Salad,51,User2938,8237,Jakarta,Excellent,3.8,68.84,681
7973,Seller7973,Surabaya,Dunkin' Donuts,Pasta,50,User7382,9348,Bandung,Average,1.9,98.87,819
7974,Seller7974,Bandung,McDonald's,Burger,53,User5686,2766,Bandung,Poor,3.25,16.8,218
7975,Seller7975,Jakarta,Subway,Donut,47,User4139,7762,Bandung,Poor,3.48,34.2,877
7976,Seller7976,Jakarta,Dunkin' Donuts,Pasta,52,User1418,6212,Bandung,Good,3.13,72.25,344
7977,Seller7977,Surabaya,Sonic Drive-In,Sandwich,42,User4643,921,Surabaya,Good,2.14,65.33,411
7978,Seller7978,Jakarta,Subway,Salad,38,User3764,2436,Bandung,Excellent,3.31,50.28,265
7979,Seller7979,Surabaya,Domino's Pizza,Salad,51,User4795,1715,Surabaya,Good,2.79,66.68,639
7980,Seller7980,Surabaya,Burger King,Ice Cream,19,User5859,218,Surabaya,Average,3.09,88.88,751
7981,Seller7981,Jakarta,Subway,Taco,28,User3072,9182,Jakarta,Poor,1.97,44.36,233
7982,Seller7982,Jakarta,McDonald's,Salad,22,User4808,7509,Bandung,Excellent,1.36,19.4,560
7983,Seller7983,Surabaya,Chick-fil-A,Ice Cream,51,User7418,8208,Bandung,Good,1.4,7.84,790
7984,Seller7984,Bandung,Five Guys,Salad,51,User7059,1024,Jakarta,Average,2.44,17.21,343
7985,Seller7985,Jakarta,Arby's,Pasta,59,User7804,7478,Jakarta,Excellent,3.73,49.47,389
7986,Seller7986,Bandung,Arby's,Pasta,23,User5849,3929,Surabaya,Good,4.49,16.94,872
7987,Seller7987,Jakarta,Dunkin' Donuts,Donut,24,User7996,6111,Jakarta,Excellent,1.5,15.02,647
7988,Seller7988,Surabaya,Taco Bell,Taco,52,User6169,5096,Surabaya,Average,1.44,14.32,751
7989,Seller7989,Surabaya,McDonald's,Sandwich,54,User3117,4465,Jakarta,Excellent,3.52,34.91,576
7990,Seller7990,Bandung,McDonald's,Pizza,20,User5532,708,Jakarta,Poor,3.62,62.89,909
7991,Seller7991,Bandung,Burger King,Pizza,29,User2644,7132,Jakarta,Good,4.29,66.76,478
7992,Seller7992,Bandung,KFC,Chicken,47,User178,9639,Bandung,Poor,1.57,54.74,28
7993,Seller7993,Jakarta,Subway,Ice Cream,18,User652,6033,Surabaya,Average,4.04,64.8,747
7994,Seller7994,Bandung,McDonald's,Taco,25,User63,5214,Jakarta,Average,4.21,48.03,271
7995,Seller7995,Surabaya,Five Guys,Pasta,48,User5101,3223,Surabaya,Average,2.97,90.1,382
7996,Seller7996,Jakarta,Arby's,Pizza,17,User808,9340,Surabaya,Good,2.15,90.07,625
7997,Seller7997,Jakarta,Taco Bell,Salad,37,User3415,253,Bandung,Excellent,4.71,45.19,563
7998,Seller7998,Jakarta,McDonald's,Burger,36,User3050,2729,Jakarta,Poor,2.23,47.29,184
7999,Seller7999,Bandung,Panera Bread,Chicken,20,User448,6948,Bandung,Excellent,3.09,9.52,522
8000,Seller8000,Bandung,Taco Bell,Pizza,35,User1371,9908,Surabaya,Excellent,3.88,62.76,808
8001,Seller8001,Jakarta,Panda Express,Taco,16,User7398,1987,Surabaya,Good,3.23,92.32,918
8002,Seller8002,Jakarta,Domino's Pizza,Donut,58,User2592,8139,Jakarta,Average,1.42,73.08,674
